user_id,risk_score,total_payments,taux_echec,has_stolen_card,has_fraud_reason,nb_plaintes,nb_self_complaints,prefix_flag,is_inactive,is_banned
690,100,9.0,0.4444444444444444,False,True,0.0,0.0,ok,True,True
852,100,18.0,0.3888888888888889,True,False,1.0,0.0,unknown,False,True
1502,100,3.0,0.3333333333333333,False,False,1.0,0.0,ok,False,True
717,100,13.0,0.3076923076923077,False,False,1.0,0.0,ok,True,True
461,100,5.0,0.4,False,False,1.0,0.0,ok,True,True
1491,100,0.0,0.0,False,False,0.0,0.0,ok,True,True
1132,100,21.0,0.2857142857142857,True,False,0.0,0.0,ok,True,True
897,100,7.0,0.14285714285714285,False,False,1.0,0.0,ok,True,True
658,100,15.0,0.2,True,False,0.0,0.0,mismatch,False,True
1579,71,2.0,0.5,True,True,2.0,1.0,ok,False,False
904,68,7.0,0.42857142857142855,True,True,1.0,0.0,country_not_mapped,True,False
1209,68,1.0,1.0,True,False,2.0,0.0,unknown,True,False
391,63,14.0,0.42857142857142855,True,False,1.0,0.0,mismatch,True,False
1554,63,8.0,0.5,True,True,0.0,0.0,ok,True,False
1496,62,15.0,0.2,True,True,0.0,0.0,mismatch,True,False
242,61,14.0,0.21428571428571427,True,True,2.0,0.0,ok,True,False
1774,61,3.0,1.0,True,False,0.0,0.0,country_not_mapped,True,False
1917,61,16.0,0.25,True,True,0.0,0.0,mismatch,False,False
842,61,1.0,1.0,True,False,0.0,0.0,unknown,True,False
1728,61,37.0,0.2972972972972973,True,True,1.0,0.0,unknown,False,False
617,60,5.0,0.4,True,True,0.0,0.0,ok,True,False
263,60,19.0,0.3157894736842105,True,True,0.0,0.0,unknown,True,False
1449,59,9.0,0.2222222222222222,True,True,1.0,0.0,ok,True,False
1271,58,1.0,1.0,True,False,0.0,0.0,ok,True,False
1518,58,1.0,1.0,True,False,0.0,0.0,ok,True,False
1257,58,14.0,0.42857142857142855,True,False,2.0,0.0,unknown,False,False
1357,56,6.0,0.6666666666666666,True,False,0.0,0.0,mismatch,True,False
1008,56,4.0,0.25,True,True,0.0,0.0,unknown,False,False
767,55,7.0,0.5714285714285714,True,False,2.0,0.0,country_not_mapped,True,False
1888,54,14.0,0.14285714285714285,True,False,1.0,0.0,mismatch,True,False
279,54,6.0,0.5,True,False,1.0,0.0,ok,False,False
620,53,16.0,0.5625,True,False,0.0,0.0,mismatch,True,False
667,53,18.0,0.2777777777777778,True,False,1.0,0.0,unknown,True,False
241,53,5.0,0.6,True,False,0.0,0.0,ok,False,False
230,53,5.0,0.6,True,False,2.0,0.0,ok,True,False
340,53,4.0,0.75,True,False,0.0,0.0,country_not_mapped,True,False
1973,53,33.0,0.18181818181818182,True,True,0.0,0.0,unknown,False,False
57,53,22.0,0.5,True,False,2.0,0.0,unknown,True,False
1151,52,12.0,0.3333333333333333,True,False,2.0,1.0,unknown,True,False
1204,52,7.0,0.42857142857142855,True,False,2.0,1.0,ok,True,False
1767,52,13.0,0.46153846153846156,True,False,4.0,0.0,unknown,False,False
1299,52,5.0,0.4,True,False,2.0,0.0,mismatch,False,False
847,52,7.0,0.42857142857142855,True,False,2.0,1.0,ok,True,False
538,51,17.0,0.5294117647058824,True,False,2.0,0.0,ok,True,False
135,51,18.0,0.1111111111111111,True,True,0.0,0.0,ok,True,False
500,51,14.0,0.5,True,False,2.0,1.0,ok,False,False
168,51,24.0,0.2916666666666667,True,False,1.0,0.0,ok,True,False
705,50,23.0,0.34782608695652173,True,False,1.0,0.0,mismatch,True,False
555,50,7.0,0.5714285714285714,True,False,1.0,1.0,ok,False,False
722,50,10.0,0.5,True,False,2.0,0.0,unknown,False,False
1512,49,5.0,0.8,True,False,0.0,0.0,ok,False,False
601,49,22.0,0.36363636363636365,True,False,3.0,0.0,ok,True,False
1194,49,12.0,0.25,True,False,0.0,0.0,unknown,True,False
635,49,13.0,0.3076923076923077,True,False,1.0,0.0,mismatch,True,False
1,48,2.0,1.0,False,False,2.0,0.0,mismatch,True,False
1577,48,4.0,0.25,True,False,1.0,0.0,mismatch,True,False
670,48,3.0,0.3333333333333333,True,False,3.0,0.0,ok,True,False
1705,48,25.0,0.4,True,False,0.0,0.0,mismatch,True,False
1272,48,18.0,0.3333333333333333,True,False,0.0,0.0,ok,True,False
58,48,4.0,0.5,True,False,0.0,0.0,mismatch,False,False
91,48,18.0,0.4444444444444444,True,False,1.0,0.0,country_not_mapped,True,False
636,47,1.0,1.0,False,False,3.0,1.0,unknown,False,False
1259,47,17.0,0.5294117647058824,True,False,0.0,0.0,unknown,True,False
1444,47,14.0,0.5,True,False,1.0,0.0,unknown,False,False
1031,47,8.0,0.5,True,False,1.0,0.0,ok,True,False
245,47,11.0,0.36363636363636365,True,False,1.0,1.0,ok,True,False
125,47,15.0,0.4666666666666667,True,False,0.0,0.0,mismatch,False,False
1609,47,5.0,0.4,True,False,0.0,0.0,ok,False,False
1677,47,10.0,0.3,True,False,0.0,0.0,ok,True,False
1656,47,11.0,0.5454545454545454,True,False,0.0,0.0,country_not_mapped,True,False
920,46,5.0,0.6,True,False,0.0,0.0,ok,True,False
1279,46,16.0,0.375,True,False,2.0,0.0,ok,True,False
1417,46,12.0,0.3333333333333333,True,False,0.0,0.0,mismatch,True,False
720,46,19.0,0.3684210526315789,True,False,1.0,0.0,unknown,True,False
1732,46,18.0,0.3888888888888889,False,True,2.0,1.0,ok,True,False
1035,46,7.0,0.42857142857142855,True,False,0.0,0.0,mismatch,False,False
1885,45,9.0,0.5555555555555556,True,False,0.0,0.0,ok,True,False
1788,45,11.0,0.2727272727272727,True,False,1.0,0.0,mismatch,False,False
1261,45,12.0,0.25,True,False,1.0,0.0,mismatch,False,False
294,45,13.0,0.46153846153846156,True,False,0.0,0.0,country_not_mapped,True,False
344,45,17.0,0.23529411764705882,True,False,0.0,0.0,ok,True,False
493,45,18.0,0.4444444444444444,True,False,2.0,0.0,ok,False,False
942,45,9.0,0.1111111111111111,True,False,1.0,0.0,ok,True,False
413,44,4.0,0.25,True,False,0.0,0.0,mismatch,True,False
716,44,7.0,0.2857142857142857,True,False,2.0,0.0,ok,True,False
1818,44,20.0,0.4,True,False,1.0,0.0,ok,True,False
1770,44,11.0,0.5454545454545454,True,False,0.0,0.0,unknown,False,False
446,44,19.0,0.21052631578947367,True,False,4.0,0.0,ok,True,False
316,43,8.0,0.5,True,False,0.0,0.0,ok,True,False
987,43,17.0,0.35294117647058826,True,False,1.0,0.0,unknown,False,False
487,43,2.0,0.5,True,False,0.0,0.0,unknown,False,False
105,43,8.0,0.375,True,False,1.0,0.0,ok,True,False
1393,43,18.0,0.3888888888888889,True,False,0.0,0.0,country_not_mapped,True,False
1573,43,1.0,1.0,False,False,2.0,0.0,unknown,True,False
1028,43,5.0,0.6,True,False,0.0,0.0,ok,False,False
1639,43,25.0,0.32,True,False,1.0,1.0,ok,False,False
798,42,6.0,0.5,False,True,2.0,0.0,ok,False,False
1915,42,17.0,0.35294117647058826,True,False,0.0,0.0,country_not_mapped,True,False
523,42,5.0,0.4,False,True,1.0,0.0,unknown,True,False
1239,42,9.0,0.3333333333333333,True,False,1.0,0.0,ok,True,False
1119,42,1.0,1.0,False,False,1.0,0.0,mismatch,False,False
456,41,16.0,0.25,False,True,3.0,0.0,ok,True,False
618,41,18.0,0.2777777777777778,True,False,0.0,0.0,mismatch,False,False
729,41,23.0,0.17391304347826086,True,False,0.0,0.0,mismatch,True,False
529,41,7.0,0.42857142857142855,True,False,0.0,0.0,ok,True,False
1242,40,7.0,0.2857142857142857,True,False,0.0,0.0,unknown,True,False
638,40,13.0,0.3076923076923077,True,False,0.0,0.0,country_not_mapped,True,False
510,40,7.0,0.2857142857142857,True,False,0.0,0.0,unknown,True,False
1282,40,16.0,0.5,True,False,0.0,0.0,ok,False,False
1464,40,1.0,1.0,False,False,2.0,0.0,ok,True,False
20,40,6.0,0.16666666666666666,True,False,2.0,0.0,ok,True,False
584,40,5.0,0.4,False,False,2.0,0.0,mismatch,True,False
965,40,11.0,0.18181818181818182,True,False,1.0,0.0,unknown,True,False
1114,40,23.0,0.30434782608695654,True,False,0.0,0.0,unknown,True,False
673,40,2.0,0.5,True,False,0.0,0.0,ok,False,False
1245,40,4.0,0.5,True,False,0.0,0.0,ok,False,False
1476,40,2.0,1.0,False,False,2.0,0.0,ok,True,False
1890,40,10.0,0.4,True,False,0.0,0.0,unknown,False,False
769,40,1.0,1.0,False,False,1.0,0.0,unknown,True,False
1222,40,16.0,0.3125,True,False,0.0,0.0,unknown,True,False
1015,40,7.0,0.42857142857142855,False,True,1.0,0.0,unknown,False,False
1977,40,1.0,1.0,False,False,1.0,0.0,country_not_mapped,True,False
1853,40,8.0,0.375,True,False,1.0,0.0,ok,False,False
1544,40,15.0,0.26666666666666666,True,False,1.0,0.0,ok,True,False
430,40,14.0,0.5,True,False,0.0,0.0,ok,False,False
389,39,12.0,0.25,True,False,0.0,0.0,unknown,True,False
443,39,9.0,0.2222222222222222,True,False,1.0,0.0,ok,True,False
1891,39,2.0,0.5,False,True,1.0,0.0,ok,False,False
734,39,9.0,0.3333333333333333,True,False,1.0,0.0,ok,False,False
1985,39,14.0,0.14285714285714285,True,False,1.0,0.0,unknown,True,False
1649,39,17.0,0.23529411764705882,True,False,1.0,0.0,ok,True,False
756,39,10.0,0.4,False,True,1.0,0.0,unknown,False,False
801,39,15.0,0.26666666666666666,True,False,0.0,0.0,unknown,True,False
1889,39,16.0,0.25,False,True,0.0,0.0,mismatch,True,False
634,39,22.0,0.13636363636363635,True,False,0.0,0.0,ok,False,False
1450,39,18.0,0.2777777777777778,True,False,0.0,0.0,unknown,True,False
1928,39,9.0,0.2222222222222222,True,False,1.0,0.0,ok,True,False
1629,39,16.0,0.125,True,False,2.0,0.0,ok,True,False
1201,38,9.0,0.3333333333333333,True,False,0.0,0.0,country_not_mapped,False,False
1370,38,18.0,0.3333333333333333,True,False,0.0,0.0,ok,True,False
1346,38,2.0,1.0,False,False,0.0,0.0,mismatch,False,False
1970,38,6.0,0.3333333333333333,True,False,0.0,0.0,ok,True,False
1231,38,4.0,0.5,False,False,3.0,0.0,unknown,False,False
228,38,21.0,0.3333333333333333,True,False,0.0,0.0,ok,True,False
1548,38,9.0,0.4444444444444444,True,False,0.0,0.0,ok,False,False
146,38,14.0,0.2857142857142857,True,False,1.0,0.0,ok,False,False
1032,38,30.0,0.2,True,False,1.0,0.0,ok,True,False
1702,38,30.0,0.23333333333333334,False,True,0.0,0.0,mismatch,True,False
175,37,5.0,0.2,True,False,0.0,0.0,unknown,True,False
233,37,14.0,0.2857142857142857,True,False,0.0,0.0,unknown,False,False
853,37,7.0,0.2857142857142857,True,False,0.0,0.0,unknown,False,False
1042,37,1.0,1.0,False,False,1.0,0.0,unknown,False,False
333,37,12.0,0.16666666666666666,True,False,1.0,0.0,ok,True,False
1402,37,7.0,0.2857142857142857,True,False,0.0,0.0,ok,True,False
1664,37,10.0,0.4,True,False,0.0,0.0,ok,False,False
1087,37,20.0,0.15,True,False,0.0,0.0,mismatch,False,False
1018,37,11.0,0.2727272727272727,True,False,1.0,0.0,ok,False,False
1481,37,6.0,0.16666666666666666,True,False,1.0,0.0,ok,True,False
1240,37,5.0,0.2,False,True,0.0,0.0,mismatch,True,False
946,37,17.0,0.4117647058823529,True,False,0.0,0.0,ok,False,False
1981,37,7.0,0.2857142857142857,True,False,0.0,0.0,ok,True,False
1691,37,15.0,0.26666666666666666,True,False,1.0,0.0,ok,False,False
360,37,15.0,0.26666666666666666,True,False,1.0,0.0,ok,False,False
1832,37,6.0,0.8333333333333334,False,False,1.0,0.0,mismatch,False,False
916,37,8.0,0.25,True,False,1.0,0.0,ok,False,False
1340,36,25.0,0.36,True,False,0.0,0.0,ok,False,False
981,36,16.0,0.375,True,False,0.0,0.0,ok,False,False
542,36,4.0,0.25,True,False,0.0,0.0,ok,True,False
93,36,30.0,0.26666666666666666,True,False,0.0,0.0,unknown,False,False
1273,36,21.0,0.38095238095238093,True,False,0.0,0.0,ok,False,False
1354,36,4.0,0.25,True,False,0.0,0.0,unknown,False,False
898,36,7.0,0.14285714285714285,False,True,1.0,0.0,mismatch,False,False
826,36,17.0,0.35294117647058826,False,False,2.0,0.0,mismatch,False,False
1463,36,7.0,0.42857142857142855,False,True,0.0,0.0,unknown,False,False
1400,36,19.0,0.2631578947368421,True,False,0.0,0.0,unknown,False,False
1601,36,8.0,0.125,True,False,1.0,0.0,ok,True,False
1073,36,11.0,0.2727272727272727,True,False,0.0,0.0,country_not_mapped,False,False
992,36,16.0,0.375,True,False,0.0,0.0,ok,False,False
1419,36,18.0,0.2777777777777778,True,False,0.0,0.0,unknown,False,False
1480,36,12.0,0.25,True,False,0.0,0.0,ok,True,False
947,36,16.0,0.25,True,False,0.0,0.0,ok,True,False
464,35,4.0,0.5,False,False,1.0,0.0,unknown,True,False
1733,35,12.0,0.25,False,True,1.0,0.0,ok,True,False
284,35,12.0,0.3333333333333333,True,False,0.0,0.0,ok,False,False
1163,35,9.0,0.2222222222222222,True,False,0.0,0.0,unknown,False,False
1543,35,12.0,0.5,False,True,0.0,0.0,ok,False,False
295,34,15.0,0.2,True,False,0.0,0.0,country_not_mapped,False,False
1160,34,4.0,0.25,False,True,0.0,0.0,unknown,True,False
1219,34,16.0,0.3125,True,False,0.0,0.0,ok,False,False
472,34,16.0,0.375,False,True,0.0,0.0,ok,True,False
1323,34,1.0,1.0,False,False,1.0,0.0,ok,False,False
373,34,16.0,0.3125,True,False,0.0,0.0,ok,False,False
1504,34,16.0,0.3125,True,False,0.0,0.0,ok,False,False
1762,34,15.0,0.2,True,False,0.0,0.0,unknown,False,False
1851,34,15.0,0.2,True,False,0.0,0.0,ok,True,False
1046,34,13.0,0.46153846153846156,False,True,0.0,0.0,ok,False,False
1290,34,26.0,0.3076923076923077,True,False,0.0,0.0,ok,False,False
1010,34,1.0,1.0,False,False,1.0,0.0,ok,False,False
1065,34,8.0,0.375,False,True,0.0,0.0,ok,True,False
234,34,11.0,0.2727272727272727,False,True,0.0,0.0,unknown,True,False
815,34,1.0,1.0,False,False,1.0,0.0,ok,False,False
385,33,11.0,0.2727272727272727,True,False,0.0,0.0,ok,False,False
497,33,6.0,0.3333333333333333,False,True,0.0,0.0,ok,True,False
551,33,5.0,0.2,False,True,1.0,0.0,ok,True,False
1237,33,3.0,0.6666666666666666,False,False,2.0,0.0,unknown,True,False
644,33,13.0,0.15384615384615385,True,False,0.0,0.0,ok,True,False
411,33,2.0,1.0,False,False,0.0,0.0,unknown,False,False
1717,33,11.0,0.2727272727272727,True,False,0.0,0.0,ok,False,False
1862,33,6.0,0.3333333333333333,False,False,2.0,0.0,unknown,True,False
1933,33,9.0,0.1111111111111111,False,True,1.0,0.0,unknown,True,False
1258,33,13.0,0.15384615384615385,True,False,0.0,0.0,ok,True,False
1896,33,31.0,0.25806451612903225,True,False,0.0,0.0,ok,False,False
1328,33,1.0,1.0,False,False,0.0,0.0,ok,True,False
1929,33,2.0,1.0,False,False,0.0,0.0,ok,True,False
812,33,23.0,0.2608695652173913,True,False,0.0,0.0,ok,False,False
1517,33,3.0,0.3333333333333333,False,True,0.0,0.0,ok,True,False
1653,32,31.0,0.25806451612903225,False,True,1.0,0.0,ok,False,False
398,32,5.0,0.4,False,False,2.0,0.0,ok,True,False
632,32,13.0,0.23076923076923078,True,False,0.0,0.0,ok,False,False
1606,32,10.0,0.3,False,True,0.0,0.0,ok,True,False
611,32,10.0,0.3,False,True,0.0,0.0,ok,True,False
686,32,13.0,0.23076923076923078,True,False,0.0,0.0,ok,False,False
1316,32,12.0,0.75,False,False,1.0,0.0,country_not_mapped,True,False
702,32,4.0,0.5,False,False,2.0,1.0,unknown,True,False
1077,31,18.0,0.2777777777777778,False,True,0.0,0.0,ok,True,False
298,31,11.0,0.2727272727272727,False,True,0.0,0.0,unknown,False,False
1086,31,10.0,0.2,True,False,0.0,0.0,ok,False,False
736,31,4.0,0.25,False,True,0.0,0.0,ok,True,False
749,31,1.0,0.0,False,True,0.0,0.0,mismatch,True,False
811,31,16.0,0.1875,True,False,0.0,0.0,ok,False,False
844,31,4.0,0.25,False,True,0.0,0.0,ok,True,False
1447,31,16.0,0.25,False,False,3.0,0.0,unknown,False,False
1016,30,0.0,0.0,False,False,1.0,0.0,country_not_mapped,False,False
1597,30,5.0,0.2,False,True,1.0,0.0,ok,False,False
1057,30,1.0,1.0,False,False,0.0,0.0,ok,False,False
583,30,0.0,0.0,False,False,0.0,0.0,ok,True,False
1262,30,0.0,0.0,False,False,0.0,0.0,unknown,False,False
361,30,1.0,1.0,False,False,0.0,0.0,ok,False,False
1558,30,0.0,0.0,False,False,1.0,0.0,unknown,True,False
180,30,0.0,0.0,False,False,0.0,0.0,unknown,False,False
22,30,0.0,0.0,False,False,1.0,0.0,ok,True,False
87,30,0.0,0.0,False,False,1.0,0.0,ok,False,False
1802,30,0.0,0.0,False,False,0.0,0.0,ok,True,False
467,30,11.0,0.18181818181818182,True,False,0.0,0.0,ok,False,False
1483,30,0.0,0.0,False,False,3.0,0.0,ok,True,False
951,30,0.0,0.0,False,False,0.0,0.0,ok,True,False
1422,30,0.0,0.0,False,False,0.0,0.0,unknown,True,False
780,30,0.0,0.0,False,False,1.0,0.0,ok,False,False
676,30,0.0,0.0,False,False,0.0,0.0,ok,False,False
932,30,0.0,0.0,False,False,1.0,0.0,mismatch,True,False
1302,30,0.0,0.0,False,False,0.0,0.0,mismatch,True,False
1411,30,9.0,0.2222222222222222,False,True,0.0,0.0,unknown,False,False
950,30,0.0,0.0,False,False,1.0,0.0,ok,False,False
831,30,0.0,0.0,False,False,0.0,0.0,ok,False,False
1412,30,0.0,0.0,False,False,1.0,0.0,ok,False,False
1058,30,1.0,1.0,False,False,0.0,0.0,ok,False,False
549,30,0.0,0.0,False,False,1.0,0.0,ok,False,False
1614,30,0.0,0.0,False,False,0.0,0.0,ok,True,False
1205,30,0.0,0.0,False,False,1.0,0.0,ok,False,False
1394,30,1.0,1.0,False,False,0.0,0.0,ok,False,False
1469,30,0.0,0.0,False,False,1.0,0.0,unknown,True,False
1535,30,27.0,0.2222222222222222,False,True,0.0,0.0,ok,True,False
335,30,0.0,0.0,False,False,1.0,0.0,ok,False,False
708,30,17.0,0.23529411764705882,False,True,0.0,0.0,ok,True,False
1458,30,0.0,0.0,False,False,0.0,0.0,ok,False,False
1689,30,0.0,0.0,False,False,1.0,0.0,ok,True,False
1852,30,9.0,0.2222222222222222,False,True,0.0,0.0,ok,True,False
975,30,0.0,0.0,False,False,0.0,0.0,ok,False,False
1884,30,0.0,0.0,False,False,1.0,0.0,ok,True,False
619,30,0.0,0.0,False,False,1.0,0.0,ok,True,False
305,30,0.0,0.0,False,False,0.0,0.0,ok,True,False
1186,30,5.0,0.2,False,True,1.0,0.0,ok,False,False
1180,30,0.0,0.0,False,False,2.0,0.0,unknown,False,False
1294,30,0.0,0.0,False,False,0.0,0.0,ok,True,False
463,29,4.0,0.75,False,False,2.0,0.0,ok,False,False
365,29,14.0,0.2857142857142857,False,True,0.0,0.0,ok,False,False
1155,29,24.0,0.125,True,False,0.0,0.0,ok,False,False
1682,29,5.0,0.2,False,True,0.0,0.0,unknown,False,False
1875,29,4.0,0.75,False,False,1.0,0.0,ok,True,False
735,29,16.0,0.1875,False,True,0.0,0.0,ok,True,False
75,29,21.0,0.047619047619047616,True,False,0.0,0.0,ok,True,False
239,29,8.0,0.25,False,False,0.0,0.0,mismatch,True,False
49,29,18.0,0.1111111111111111,False,False,1.0,1.0,mismatch,False,False
1858,29,16.0,0.125,True,False,0.0,0.0,ok,False,False
404,28,3.0,0.0,False,True,0.0,0.0,mismatch,False,False
386,28,6.0,0.6666666666666666,False,False,0.0,0.0,mismatch,False,False
1251,28,5.0,0.6,False,False,2.0,0.0,country_not_mapped,False,False
793,28,41.0,0.2682926829268293,False,True,0.0,0.0,ok,False,False
511,28,6.0,0.8333333333333334,False,False,0.0,0.0,unknown,False,False
1247,28,12.0,0.5833333333333334,False,False,1.0,0.0,unknown,True,False
10,28,13.0,0.46153846153846156,False,False,2.0,1.0,unknown,False,False
132,28,1.0,0.0,False,True,0.0,0.0,mismatch,False,False
1364,27,6.0,0.6666666666666666,False,False,1.0,0.0,ok,True,False
60,27,18.0,0.2222222222222222,False,False,2.0,0.0,ok,True,False
150,27,2.0,0.0,False,True,1.0,0.0,unknown,False,False
1278,27,3.0,0.6666666666666666,False,False,2.0,0.0,ok,False,False
521,27,3.0,0.3333333333333333,False,False,1.0,0.0,ok,True,False
1265,27,3.0,0.6666666666666666,False,False,2.0,0.0,ok,False,False
317,27,10.0,0.2,False,False,0.0,0.0,mismatch,True,False
687,26,8.0,0.375,False,False,1.0,0.0,mismatch,True,False
439,26,7.0,0.2857142857142857,False,False,3.0,1.0,unknown,False,False
1445,26,3.0,0.6666666666666666,False,False,0.0,0.0,unknown,True,False
912,26,11.0,0.36363636363636365,False,False,1.0,0.0,mismatch,True,False
1153,26,2.0,0.5,False,False,0.0,0.0,mismatch,True,False
447,26,14.0,0.42857142857142855,False,False,0.0,0.0,ok,True,False
1935,26,3.0,0.6666666666666666,False,False,0.0,0.0,unknown,True,False
157,26,5.0,0.2,False,False,3.0,0.0,ok,False,False
879,25,2.0,0.5,False,False,2.0,0.0,unknown,False,False
1301,25,2.0,0.5,False,False,1.0,0.0,country_not_mapped,True,False
1072,25,5.0,0.2,False,False,1.0,1.0,mismatch,True,False
1230,25,4.0,0.75,False,False,0.0,0.0,country_not_mapped,False,False
1825,25,4.0,0.5,False,False,1.0,0.0,unknown,True,False
51,25,3.0,0.3333333333333333,False,False,2.0,0.0,mismatch,False,False
1094,25,13.0,0.15384615384615385,False,True,0.0,0.0,ok,False,False
1979,25,2.0,0.5,False,False,1.0,0.0,unknown,True,False
1969,25,15.0,0.4,False,False,2.0,0.0,unknown,True,False
615,25,6.0,0.3333333333333333,False,False,1.0,0.0,mismatch,True,False
1808,25,4.0,0.75,False,False,0.0,0.0,ok,True,False
1195,25,6.0,0.3333333333333333,False,False,2.0,0.0,mismatch,False,False
1864,25,5.0,0.6,False,False,1.0,0.0,ok,True,False
1830,25,5.0,0.6,False,False,1.0,0.0,unknown,False,False
1027,24,7.0,0.2857142857142857,False,False,1.0,0.0,mismatch,True,False
